trx_id,account_id,trx_datetime,trx_type,amount,currency,description,counterparty,posting_date,branch_id,updated_at
174,456,2025-10-24 10:05:10,credit,325732.34,KZT,Рабочий цепочка сохранять пропадать промолчать.,НПО «Шилова Елисеева»,2025-10-24,2,2025-10-24 10:05:10
175,1302,2025-12-08 21:14:46,transfer,368096.06,KZT,Механический заявление потом.,Т2 РТК Холдинг,2025-12-08,2,2025-12-08 21:14:46
176,505,2025-07-30 17:18:59,credit,259817.39,KZT,Дрогнуть задержать иной.,Чернов Инк,2025-07-30,4,2025-07-30 17:18:59
177,237,2025-11-23 13:50:57,transfer,430631.51,KZT,Интеллектуальный куча.,Киселева Лтд,2025-11-23,5,2025-11-23 13:50:57
178,1093,2025-12-05 14:12:04,credit,73774.5,KZT,Способ грудь торопливый носок грустный.,ИП «Морозов»,2025-12-05,7,2025-12-05 14:12:04
179,772,2025-10-04 11:32:44,transfer,106451.58,KZT,Радость мелочь заплакать.,ЗАО «Филатова»,2025-10-04,8,2025-10-04 11:32:44
180,290,2025-11-11 12:34:44,credit,399764.41,KZT,За дурацкий.,НПО «Русакова-Зуева»,2025-11-11,8,2025-11-11 12:34:44
181,987,2025-12-01 09:11:18,credit,352123.94,KZT,Следовательно жестокий вообще.,Восток-Запад,2025-12-01,7,2025-12-01 09:11:18
182,309,2025-09-27 22:29:54,debit,448162.1,KZT,Цвет академик уточнить выражение равнодушный.,НПО «Котова»,2025-09-27,9,2025-09-27 22:29:54
183,23,2025-08-05 13:32:30,transfer,284054.22,KZT,Славный головной неожиданный уточнить.,АО «Якушева»,2025-08-05,1,2025-08-05 13:32:30
184,165,2025-07-25 08:24:37,debit,344355.36,KZT,Песня актриса командующий.,АО «Морозова-Данилов»,2025-07-25,2,2025-07-25 08:24:37
185,1097,2025-08-10 08:40:10,transfer,402118.09,KZT,Предоставить банк художественный.,Ситникова Инкорпорэйтед,2025-08-10,1,2025-08-10 08:40:10
186,137,2025-08-16 07:13:16,credit,229350.17,KZT,Выражение мелькнуть направо крутой.,Агафонова Лтд,2025-08-16,10,2025-08-16 07:13:16
187,427,2025-12-26 16:29:34,transfer,168777.86,KZT,Ребятишки недостаток карман.,ОАО «Коновалов»,2025-12-26,3,2025-12-26 16:29:34
188,1478,2025-10-16 10:42:51,credit,164550.42,KZT,Вскинуть выразить войти горький.,Р-Фарм,2025-10-16,6,2025-10-16 10:42:51
189,834,2025-11-09 12:19:42,credit,223646.87,KZT,Падать сверкающий пища выраженный.,ОАО «Дьячков»,2025-11-09,9,2025-11-09 12:19:42
190,1354,2025-07-04 22:47:10,credit,179762.23,KZT,Ученый монета набор приятель.,РАО «Дроздов Захарова»,2025-07-04,9,2025-07-04 22:47:10
191,251,2025-07-18 02:54:08,credit,165180.7,KZT,Сынок выраженный дьявол очередной бабочка.,"ИП «Маркова, Медведев и Евсеев»",2025-07-18,7,2025-07-18 02:54:08
192,111,2025-12-13 19:09:51,credit,107804.18,KZT,Расстегнуть спичка плавно.,КРКА Фарма (KRKA),2025-12-13,8,2025-12-13 19:09:51
193,764,2025-09-05 23:58:37,credit,129896.59,KZT,Вздрогнуть тусклый встать наткнуться.,НПО «Анисимов»,2025-09-05,6,2025-09-05 23:58:37
194,644,2025-07-24 06:07:08,debit,437337.21,KZT,Дурацкий посвятить механический.,"НПО «Панфилов, Пономарев и Гордеева»",2025-07-24,7,2025-07-24 06:07:08
195,130,2025-08-23 13:55:01,credit,109325.51,KZT,Командование дурацкий карандаш.,Артемьев и партнеры,2025-08-23,10,2025-08-23 13:55:01
196,171,2025-11-23 08:48:48,credit,237236.5,KZT,Сверкать полоска проход основание.,ГК Орими Трэйд,2025-11-23,3,2025-11-23 08:48:48
197,784,2025-11-01 06:24:39,transfer,457517.77,KZT,Правильный прелесть мальчишка фонарик.,ИП «Потапов Калинина»,2025-11-01,8,2025-11-01 06:24:39
198,997,2025-09-13 19:40:35,transfer,127132.69,KZT,Пространство бабочка висеть.,Крюков Лтд,2025-09-13,9,2025-09-13 19:40:35
199,897,2025-07-03 16:52:02,credit,37528.14,KZT,Скользить приличный очко господь кпсс.,"ЗАО «Карпов, Ефимов и Гришин»",2025-07-03,1,2025-07-03 16:52:02
200,1160,2025-11-21 15:20:25,credit,182681.81,KZT,Девка мгновение серьезный шлем кольцо.,"ЗАО «Воронов, Сергеев и Калашникова»",2025-11-21,5,2025-11-21 15:20:25
201,1346,2025-08-29 15:17:29,debit,376853.05,KZT,Что счастье солнце.,Тихонов Лтд,2025-08-29,7,2025-08-29 15:17:29
202,1158,2025-09-18 03:19:37,credit,485012.09,KZT,Четко равнодушный полностью академик что.,Харитонова Лимитед,2025-09-18,3,2025-09-18 03:19:37
203,78,2025-08-11 19:48:58,transfer,158414.21,KZT,Что уточнить.,ЗАО «Петров Борисов»,2025-08-11,4,2025-08-11 19:48:58
204,981,2025-12-06 15:48:07,credit,226804.4,KZT,Оборот четыре изба белье.,ИП «Мишина-Красильникова»,2025-12-06,10,2025-12-06 15:48:07
205,336,2025-11-12 02:46:14,credit,265784.77,KZT,Неожиданно пол.,Дроздов и партнеры,2025-11-12,7,2025-11-12 02:46:14
206,535,2025-07-04 08:18:39,debit,78741.35,KZT,Гулять вскакивать лететь прежде.,Ренейссанс Констракшн (Ronesans Holding Anonim Sirketi),2025-07-04,9,2025-07-04 08:18:39
207,1292,2025-11-25 13:47:49,credit,76488.58,KZT,Приходить художественный радость.,ООО «Родионова Крылов»,2025-11-25,8,2025-11-25 13:47:49
208,1479,2025-09-04 15:35:30,debit,93369.77,KZT,Через пламя головка плод лететь.,НПО «Сазонов»,2025-09-04,5,2025-09-04 15:35:30
209,1326,2025-08-17 19:38:43,debit,374472.79,KZT,Тревога дружно выгнать академик.,ООО «Шашкова»,2025-08-17,7,2025-08-17 19:38:43
210,43,2025-08-06 20:37:05,credit,23701.93,KZT,Достоинство способ.,РАО «Гусева-Рыбаков»,2025-08-06,8,2025-08-06 20:37:05
211,1040,2025-07-05 00:28:14,transfer,230714.33,KZT,Сверкать уронить наткнуться неудобно вздрагивать.,ООО «Андреева»,2025-07-05,7,2025-07-05 00:28:14
212,545,2025-11-20 09:47:31,transfer,64856.96,KZT,Плод холодно приходить сынок.,АО «Симонова Белозерова»,2025-11-20,8,2025-11-20 09:47:31
213,735,2025-10-11 06:09:52,transfer,325087.25,KZT,Мгновение неправда цвет.,Осипов Инкорпорэйтед,2025-10-11,7,2025-10-11 06:09:52
214,500,2025-09-23 18:38:32,credit,168637.85,KZT,Белье мальчишка функция.,"ОАО «Денисов, Сысоев и Сысоев»",2025-09-23,1,2025-09-23 18:38:32
215,1336,2025-07-28 03:55:54,transfer,427687.19,KZT,Аж бабочка пастух.,ООО «Евдокимова»,2025-07-28,1,2025-07-28 03:55:54
216,452,2025-07-23 12:51:30,debit,3882.27,KZT,Господь сынок прощение понятный ягода.,НПО «Виноградов-Панов»,2025-07-23,4,2025-07-23 12:51:30
217,1483,2025-08-31 23:24:10,credit,372052.81,KZT,Упорно счастье материя бригада.,Смирнова Лтд,2025-08-31,4,2025-08-31 23:24:10
218,501,2025-07-31 02:23:48,debit,274538.36,KZT,Способ отдел ложиться избегать.,БСС,2025-07-31,10,2025-07-31 02:23:48
219,427,2025-08-27 03:29:01,credit,107054.0,KZT,Отъезд шлем недостаток угроза.,Горшков и партнеры,2025-08-27,4,2025-08-27 03:29:01
220,291,2025-10-29 19:29:28,credit,253156.74,KZT,Еврейский полюбить применяться другой.,"ЗАО «Котова, Гущина и Абрамова»",2025-10-29,5,2025-10-29 19:29:28
221,448,2025-11-23 14:59:02,credit,389959.81,KZT,Витрина отдел следовательно.,ООО «Антонова Киселев»,2025-11-23,9,2025-11-23 14:59:02
222,1412,2025-12-15 16:31:57,credit,422204.06,KZT,Написать изредка полюбить.,ОАО «Дьячков»,2025-12-15,4,2025-12-15 16:31:57
223,1467,2025-09-09 21:34:35,credit,342257.07,KZT,Налево юный да художественный.,"ЗАО «Казакова, Костина и Кузьмин»",2025-09-09,2,2025-09-09 21:34:35
224,1478,2025-12-28 22:38:21,credit,421144.39,KZT,Еврейский славный присесть космос девка.,ОАО «Савельев»,2025-12-28,2,2025-12-28 22:38:21
225,927,2025-12-09 08:18:27,debit,287925.77,KZT,Неправда сходить ботинок грудь инструкция.,ООО «Меркушева Титов»,2025-12-09,6,2025-12-09 08:18:27
226,297,2025-10-06 21:46:28,debit,422143.2,KZT,Мелочь степь.,"АО «Рыбаков, Гущина и Дмитриева»",2025-10-06,5,2025-10-06 21:46:28
227,1418,2025-12-11 00:28:35,credit,84807.08,KZT,Уточнить мелькнуть разуметься зима.,"НПО «Сергеева, Сазонов и Егоров»",2025-12-11,6,2025-12-11 00:28:35
228,588,2025-11-02 12:58:04,transfer,325141.79,KZT,Бабочка функция ботинок стакан.,ИП «Наумова-Фокина»,2025-11-02,10,2025-11-02 12:58:04
229,341,2025-09-09 05:25:48,debit,129499.31,KZT,Ход заведение столетие очутиться запеть.,Матвеева Лимитед,2025-09-09,10,2025-09-09 05:25:48
230,968,2025-09-29 15:27:39,debit,450716.58,KZT,Конструкция зеленый порт.,Рыбакова Лимитед,2025-09-29,4,2025-09-29 15:27:39
231,786,2025-11-03 00:28:20,debit,302958.99,KZT,Точно художественный витрина.,ЗАО «Прохорова Авдеев»,2025-11-03,1,2025-11-03 00:28:20
232,514,2025-09-10 03:20:46,debit,172877.6,KZT,Миллиард премьера ручей карман.,ЗАО «Федосеев-Рябов»,2025-09-10,2,2025-09-10 03:20:46
233,1199,2025-09-12 10:53:39,credit,76543.75,KZT,Страсть конференция умолять.,Родионова Групп,2025-09-12,8,2025-09-12 10:53:39
234,1372,2025-10-31 03:02:05,debit,254126.34,KZT,Ленинград металл упор роса.,Крок инкорпорейтед,2025-10-31,3,2025-10-31 03:02:05
235,476,2025-12-29 19:39:46,credit,71585.45,KZT,Войти самостоятельно.,ЗАО «Тихонова-Меркушев»,2025-12-29,6,2025-12-29 19:39:46
236,1013,2025-09-11 11:08:28,transfer,317102.0,KZT,Рабочий промолчать выгнать.,Квадра,2025-09-11,4,2025-09-11 11:08:28
237,875,2025-12-03 16:33:36,debit,464302.96,KZT,Тревога князь четко белье строительство.,Афанасьев Инк,2025-12-03,10,2025-12-03 16:33:36
238,1242,2025-07-29 16:41:37,credit,162760.49,KZT,Освободить приличный эффект витрина.,АО «Суханова»,2025-07-29,8,2025-07-29 16:41:37
239,211,2025-11-24 04:56:00,debit,163705.99,KZT,Потом дружно избегать.,ИП «Суворов Сысоева»,2025-11-24,10,2025-11-24 04:56:00
240,568,2025-10-24 22:32:38,credit,208458.87,KZT,Заработать бабочка столетие оборот.,ИП «Никонова Абрамова»,2025-10-24,10,2025-10-24 22:32:38
241,234,2025-12-13 21:34:23,transfer,332504.56,KZT,Реклама заложить степь.,"ИП «Белов, Тихонов и Казакова»",2025-12-13,2,2025-12-13 21:34:23
242,734,2025-09-13 08:45:14,debit,296198.68,KZT,Экзамен запеть.,Шашков Лтд,2025-09-13,10,2025-09-13 08:45:14
243,411,2025-08-11 00:54:46,transfer,105417.45,KZT,Дружно что.,"РАО «Боброва, Авдеева и Афанасьева»",2025-08-11,3,2025-08-11 00:54:46
244,884,2025-08-05 16:33:47,transfer,473578.32,KZT,Пробовать расстройство невыносимый командование исполнять.,Рябова Инк,2025-08-05,3,2025-08-05 16:33:47
245,220,2025-11-11 06:38:28,debit,324540.45,KZT,Провал увеличиваться школьный тысяча.,"ЗАО «Хохлова, Соколова и Пахомова»",2025-11-11,1,2025-11-11 06:38:28
246,676,2025-12-13 06:40:39,credit,328987.84,KZT,Холодно порог сбросить.,ФК Пульс,2025-12-13,8,2025-12-13 06:40:39
247,1457,2025-11-01 16:08:10,credit,43628.32,KZT,Проход понятный юный счастье.,"НПО «Козлова, Ширяева и Носкова»",2025-11-01,4,2025-11-01 16:08:10
248,222,2025-07-19 12:03:07,credit,156959.26,KZT,Ложиться правление поезд.,ОАО «Карпов-Носов»,2025-07-19,3,2025-07-19 12:03:07
249,365,2025-07-22 02:26:00,debit,300930.28,KZT,Потянуться плавно аж рай бак.,"НПО «Тихонов, Кабанов и Трофимова»",2025-07-22,8,2025-07-22 02:26:00
250,191,2025-08-09 01:46:23,credit,4359.76,KZT,Холодно тесно.,ООО «Макаров»,2025-08-09,8,2025-08-09 01:46:23
251,1473,2025-12-20 18:35:12,transfer,145722.8,KZT,Советовать шлем устройство строительство.,"ОАО «Мамонтов, Беляков и Русакова»",2025-12-20,6,2025-12-20 18:35:12
252,1277,2025-07-17 05:13:11,credit,299816.51,KZT,Перебивать полностью решение столетие.,ИП «Николаева»,2025-07-17,8,2025-07-17 05:13:11
253,42,2025-10-06 06:36:45,credit,320935.16,KZT,Издали наступать изредка более лететь.,ОАО «Блохина Гордеева»,2025-10-06,8,2025-10-06 06:36:45
